City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,tanjung selor,2.8372,117.3642,23.84,97,96,0.55,ID,1723036765
1,georgetown,5.4112,100.3354,29.97,68,20,3.09,MY,1723036722
2,san patricio,28.017,-97.5169,28.25,79,0,2.88,US,1723036735
3,iqaluit,63.7506,-68.5145,8.85,76,40,1.03,CA,1723036771
4,natal,-5.795,-35.2094,25.36,100,75,4.12,BR,1723036290
5,port-aux-francais,-49.35,70.2167,1.17,99,100,11.03,TF,1723036773
6,waitangi,-43.9535,-176.5597,8.79,74,1,5.68,NZ,1723036774
7,grytviken,-54.2811,-36.5092,-5.68,67,88,3.23,GS,1723036775
8,dod ballapur,13.2919,77.5431,24.91,86,100,3.01,IN,1723036776
9,nouadhibou,20.931,-17.0347,29.99,48,6,5.14,MR,1723036778
10,kodiak,57.79,-152.4072,11.73,94,0,0.0,US,1723036779
11,ushuaia,-54.8,-68.3,-2.19,80,0,3.09,AR,1723036780
12,gamla uppsala,59.8969,17.6361,24.92,53,100,2.93,SE,1723036781
13,jamestown,42.097,-79.2353,19.75,78,100,4.12,US,1723036782
14,college,64.8569,-147.8028,17.99,68,75,2.06,US,1723036581
15,muragacha,23.5333,88.4,28.49,82,54,4.81,IN,1723036784
16,alvorada,-12.48,-49.1247,30.0,21,0,4.81,BR,1723036785
17,yellowknife,62.456,-114.3525,13.29,67,20,2.57,CA,1723036787
18,fale old settlement,-9.3852,-171.2468,27.53,75,100,8.68,TK,1723036788
19,puerto aysen,-45.4,-72.7,-0.29,97,48,0.54,CL,1723036602
20,kavaratti,10.5669,72.642,27.07,83,100,5.77,IN,1723036790
21,hami,42.8,93.45,31.78,22,100,14.82,CN,1723036791
22,punta arenas,-53.15,-70.9167,-1.94,93,0,5.66,CL,1723036751
23,saint-pierre,-21.3393,55.4781,22.82,64,0,4.12,RE,1723036793
24,mount gambier,-37.8333,140.7667,8.6,79,100,3.57,AU,1723036794
25,nili,33.7218,66.1302,31.84,8,0,1.84,AF,1723036796
26,hasaki,35.7333,140.8333,27.22,89,100,0.83,JP,1723036664
27,puerto ayora,-0.7393,-90.3518,18.64,98,97,2.24,EC,1723036611
28,remire-montjoly,4.9167,-52.2667,30.02,74,100,2.57,GF,1723036799
29,longyearbyen,78.2186,15.6401,10.91,93,75,2.57,SJ,1723036800
30,pisco,-13.7,-76.2167,16.03,77,100,4.12,PE,1723036801
31,blackmans bay,-43.0167,147.3167,9.74,74,100,3.36,AU,1723036802
32,bredasdorp,-34.5322,20.0403,18.82,56,6,2.81,ZA,1723036803
33,alice springs,-23.7,133.8833,11.75,58,0,2.57,AU,1723036804
34,tiksi,71.6872,128.8694,6.86,97,55,1.92,RU,1723036806
35,bethel,41.3712,-73.414,17.2,89,100,3.09,US,1723036774
36,albany,42.6001,-73.9662,18.43,82,100,0.39,US,1723036377
37,hamilton,39.1834,-84.5333,23.76,88,100,5.66,US,1723036809
38,beloyarskiy,63.7119,66.6722,17.24,47,37,3.49,RU,1723036647
39,zambezi,-13.5432,23.1047,34.2,7,10,3.55,ZM,1723036811
40,tofol,5.3248,163.0078,28.79,66,84,1.81,FM,1723036812
41,ribeira grande,38.5167,-28.7,26.22,65,20,6.17,PT,1723036813
42,saynshand,44.8824,110.1163,30.25,27,100,2.18,MN,1723036756
43,bilibino,68.0546,166.4372,3.9,76,1,2.56,RU,1723036818
44,dudinka,69.4058,86.1778,15.8,44,2,8.64,RU,1723036819
45,adamstown,-25.066,-130.1015,18.55,63,29,4.14,PN,1723036648
46,mokhsogollokh,61.4681,128.9203,11.58,74,0,1.94,RU,1723036822
47,tromso,69.6496,18.957,25.01,38,0,6.69,NO,1723036823
48,pierre,44.3683,-100.351,19.36,94,0,2.06,US,1723036824
49,uturoa,-16.7333,-151.4333,26.0,77,11,7.46,PF,1723036825
50,saldanha,-33.0117,17.9442,17.03,77,0,3.48,ZA,1723036826
51,mili,6.0815,171.735,24.91,94,100,3.07,MH,1723036827
52,chinchilla,-26.75,150.6333,13.9,93,95,3.35,AU,1723036828
53,prado,-17.3411,-39.2208,24.9,65,33,3.75,BR,1723036829
54,anadyr,64.75,177.4833,6.28,81,75,2.0,RU,1723036830
55,bubaque,11.2833,-15.8333,26.39,84,100,6.98,GW,1723036832
56,port alfred,-33.5906,26.891,24.56,33,100,1.23,ZA,1723036823
57,la'ie,21.6477,-157.9253,25.66,81,79,2.68,US,1723036835
58,wenatchee,47.4235,-120.3103,20.77,60,0,0.89,US,1723036836
59,enewetak,11.3474,162.3373,28.19,79,100,4.24,MH,1723036837
60,churapcha,62.0025,132.4325,10.46,81,7,2.29,RU,1723036838
61,kapuskasing,49.4169,-82.4331,14.05,72,75,3.09,CA,1723036839
62,mahina,-17.5065,-149.489,24.87,73,20,3.09,PF,1723036840
63,ilulissat,69.2167,-51.1,4.01,100,100,1.54,GL,1723036842
64,coquimbo,-29.9533,-71.3436,11.85,80,75,2.06,CL,1723036162
65,aasiaat,68.7098,-52.8699,4.13,90,100,1.42,GL,1723036727
66,hermanus,-34.4187,19.2345,17.11,71,6,4.78,ZA,1723036845
67,invercargill,-46.4,168.35,7.79,79,100,1.34,NZ,1723036846
68,papatowai,-46.5619,169.4708,8.48,77,100,2.07,NZ,1723036847
69,happy valley-goose bay,53.3168,-60.3315,16.17,63,75,7.2,CA,1723036656
70,port mathurin,-19.6833,63.4167,22.68,72,1,4.31,MU,1723036849
71,duba,27.3513,35.6901,32.43,55,0,4.94,SA,1723036850
72,howrah,22.5892,88.3103,29.0,84,75,5.66,IN,1723036852
73,ruiz,21.95,-105.15,23.87,90,100,0.98,MX,1723036853
74,ad douiem,14.0012,32.3116,31.98,48,100,3.64,SD,1723036854
75,zouerate,22.7187,-12.4521,39.74,14,2,2.92,MR,1723036856
76,luau,-10.7073,22.2247,34.95,8,51,1.93,AO,1723036857
77,sijunjung,-0.6876,100.9537,22.99,96,61,0.73,ID,1723036858
78,taroa,8.7058,171.2275,26.4,86,100,5.65,MH,1723036691
79,vorkuta,67.5,64.0,17.65,41,5,4.76,RU,1723036860
80,vallenar,-28.5708,-70.7581,10.88,83,32,1.29,CL,1723036861
81,thompson,55.7435,-97.8558,9.09,93,75,3.6,CA,1723036393
82,margaret river,-33.95,115.0667,14.38,59,70,6.74,AU,1723036409
83,iskateley,67.6803,53.1512,18.27,45,7,4.58,RU,1723036520
84,karratha,-20.7377,116.8463,22.22,48,0,2.76,AU,1723036865
85,klyuchi,52.2667,79.1667,22.96,67,97,3.67,RU,1723036866
86,talnakh,69.4865,88.3972,15.16,48,1,9.13,RU,1723036512
87,coruripe,-10.1256,-36.1756,26.09,59,30,5.12,BR,1723036807
88,tura,25.5198,90.2201,24.81,97,40,2.14,IN,1723036405
89,avarua,-21.2078,-159.775,23.03,73,8,4.12,CK,1723036557
90,kakching,24.4833,93.9833,22.27,95,40,1.73,IN,1723036872
91,ulety,51.3572,112.4849,19.14,54,76,1.19,RU,1723036873
92,jiwani,25.05,61.7417,28.05,79,35,6.37,PK,1723036874
93,brandon,27.9378,-82.2859,31.28,86,40,5.66,US,1723036699
94,porto novo,6.4965,2.6036,28.9,79,100,4.56,BJ,1723036475
95,olonkinbyen,70.9221,-8.7187,5.38,100,100,4.92,SJ,1723036430
96,mount isa,-20.7333,139.5,14.87,36,0,3.6,AU,1723036692
97,hawaiian paradise park,19.5933,-154.9731,21.73,96,40,3.09,US,1723036358
98,novoishimskiy,53.1981,66.7694,24.08,55,16,2.7,KZ,1723036882
99,hithadhoo,-0.6,73.0833,29.06,67,100,2.11,MV,1723036534
100,mana,5.6592,-53.7767,28.47,64,1,2.5,GF,1723036884
101,gizo,-8.103,156.8419,27.38,79,52,6.12,SB,1723036885
102,undurkhaan,47.3194,110.6556,20.42,61,7,2.75,MN,1723036888
103,yarmouth,41.7057,-70.2286,17.27,94,100,4.63,US,1723036889
104,tolanaro,-25.0319,46.9987,23.04,73,75,6.17,MG,1723036630
105,port lincoln,-34.7333,135.8667,13.41,57,100,6.2,AU,1723036891
106,ma'rib,15.4591,45.3253,37.32,16,87,3.14,YE,1723036892
107,magdagachi,53.45,125.8,16.83,98,100,2.64,RU,1723036893
108,naze,28.3667,129.4833,26.51,84,7,0.96,JP,1723036575
109,puerto natales,-51.7236,-72.4875,-5.75,93,40,5.14,CL,1723036323
110,llanes,43.4198,-4.7549,20.05,93,100,4.4,ES,1723036897
111,springbok,-29.6643,17.8865,18.22,24,0,4.49,ZA,1723036898
112,ciudad lazaro cardenas,17.9583,-102.2,25.56,83,100,1.99,MX,1723036899
113,mhamid,29.82,-5.72,45.0,5,5,5.3,MA,1723036873
114,chunskiy,56.0815,99.6342,14.9,99,97,1.43,RU,1723036901
115,quilali,13.567,-86.026,22.47,95,100,1.2,NI,1723036902
116,luderitz,-26.6481,15.1594,15.42,67,28,4.32,NA,1723036044
117,arenapolis,-14.4503,-56.8461,30.2,27,0,3.29,BR,1723036905
118,saipan,15.1355,145.701,29.39,79,40,1.54,MP,1723036538
119,rongelap,11.1635,166.8941,28.45,77,100,3.49,MH,1723036324
120,atafu village,-8.5421,-172.5159,28.31,75,100,8.55,TK,1723036909
121,keflavik,64.0049,-22.5624,12.24,76,20,7.2,IS,1723036910
122,juankoski,63.0667,28.35,19.98,29,6,2.07,FI,1723036634
123,derzhavinsk,51.1,66.3167,21.86,69,99,2.3,KZ,1723036912
124,zheleznodorozhnyy,55.7503,38.0042,23.38,44,100,0.95,RU,1723036913
125,malango,-2.9627,119.9001,19.88,99,100,0.91,ID,1723036914
126,shubarkuduk,49.1447,56.4872,34.17,26,7,6.73,KZ,1723036915
127,dombarovskiy,50.7587,59.5386,29.32,38,80,3.62,RU,1723036916
128,moree,-29.4667,149.85,10.67,76,0,3.03,AU,1723036919
129,guiuan,11.0333,125.7247,28.54,80,100,3.65,PH,1723036920
130,wailua homesteads,22.0669,-159.378,24.44,76,100,5.66,US,1723036422
131,santo domingo de la calzada,42.4285,-2.9555,30.35,36,8,5.23,ES,1723036922
132,west island,-12.1568,96.8225,26.99,78,75,5.14,CC,1723036923
133,grootfontein,-19.5667,18.1167,29.0,8,0,2.07,NA,1723036924
134,tvoroyri,61.5556,-6.8111,11.34,92,98,6.66,FO,1723036927
135,udachny,66.4167,112.4,15.19,49,100,3.32,RU,1723036928
136,vorgashor,67.5833,63.95,17.54,40,7,4.69,RU,1723036556
137,kruisfontein,-34.0033,24.7314,26.05,22,100,3.09,ZA,1723036930
138,aykhal,66.0,111.5,14.52,51,97,2.99,RU,1723036770
139,vernon,50.2581,-119.2691,16.07,65,0,0.51,CA,1723036932
140,guerrero negro,27.9769,-114.0611,23.27,69,33,1.84,MX,1723036933
141,new norfolk,-42.7826,147.0587,11.62,85,100,1.25,AU,1723036501
142,salym,60.0625,71.4789,17.33,47,32,3.63,RU,1723036938
143,nakasongola,1.3089,32.4564,31.75,29,55,1.77,UG,1723036939
144,alekseyevka,50.6309,38.6903,28.04,31,95,3.77,RU,1723036940
145,st. john's,47.5649,-52.7093,20.66,70,75,7.2,CA,1723036443
146,usinsk,65.9939,57.5281,19.56,40,0,5.83,RU,1723036943
147,ghat,24.9647,10.1728,40.34,8,5,4.68,LY,1723036944
148,codrington,-38.2667,141.9667,10.0,67,100,5.8,AU,1723036946
149,midvagur,62.0511,-7.1939,12.46,94,100,9.26,FO,1723036949
150,ilha de mocambique,-15.0342,40.7358,25.28,65,5,8.11,MZ,1723036950
151,edinburgh of the seven seas,-37.0676,-12.3116,9.67,68,97,19.97,SH,1723036384
152,sandnessjoen,66.0217,12.6316,25.06,44,40,6.69,NO,1723036953
153,afaahiti,-17.75,-149.2833,23.93,82,29,8.33,PF,1723036419
154,port hedland,-20.3167,118.5667,18.03,88,3,1.03,AU,1723036761
155,sisimiut,66.9395,-53.6735,7.93,84,95,4.68,GL,1723036956
156,faenza,44.2857,11.8833,34.88,47,20,5.36,IT,1723036957
157,cova figueira,14.8905,-24.2934,20.7,84,50,2.56,CV,1723036958
158,badger,64.8,-147.5333,17.85,71,75,2.06,US,1723036369
159,whangarei,-35.7317,174.3239,6.41,96,38,1.1,NZ,1723036961
160,magadan,59.5667,150.8,10.85,89,94,2.02,RU,1723036962
161,alotau,-10.3069,150.4462,23.18,96,100,1.82,PG,1723036964
162,conception bay south,47.4999,-52.9981,21.07,69,58,5.68,CA,1723036965
163,ringkobing,56.0901,8.244,18.99,94,75,3.6,DK,1723036966
164,lihue,21.9789,-159.3672,24.77,77,75,5.14,US,1723036967
165,port elizabeth,-33.918,25.5701,26.72,27,0,3.6,ZA,1723036358
166,shache,38.4167,77.2406,33.53,16,1,1.62,CN,1723036969
167,weno,7.4515,151.8468,27.97,78,75,2.06,FM,1723036970
168,katsuren-haebaru,26.3369,127.8719,30.22,87,0,2.57,JP,1723036971
169,vadso,70.0744,29.7487,26.49,33,0,5.14,NO,1723036492
170,izazi,-7.2,35.7333,33.52,15,36,2.88,TZ,1723036973
171,la passe,45.5549,-0.8967,27.13,53,100,5.98,FR,1723036975
172,pimenta bueno,-11.6725,-61.1936,30.35,31,6,1.43,BR,1723036976
173,patiala,30.3267,76.4003,30.7,68,54,6.01,IN,1723036977
174,acarau,-2.8856,-40.12,30.1,48,22,7.36,BR,1723036978
175,craig,40.5153,-107.5464,16.79,52,6,2.24,US,1723036979
176,pacific grove,36.6177,-121.9166,13.01,94,0,0.0,US,1723036980
177,monrovia,6.3005,-10.7969,27.87,77,100,5.04,LR,1723036981
178,livingstone,-17.8419,25.8543,31.66,12,0,4.41,ZM,1723036982
179,mildura,-34.2,142.15,8.37,78,0,4.86,AU,1723036984
180,ulsteinvik,62.3432,5.8487,19.5,93,100,0.89,NO,1723036985
181,vilyuchinsk,52.9306,158.4028,14.65,90,100,2.33,RU,1723036407
182,daru,-9.0763,143.2092,24.35,88,36,5.99,PG,1723036988
183,cabo san lucas,22.8909,-109.9124,26.53,91,40,3.09,MX,1723036989
184,mollendo,-17.0231,-72.0147,14.77,87,100,5.34,PE,1723036990
185,akureyri,65.6835,-18.0878,8.96,87,75,4.63,IS,1723036991
186,palmer,42.1584,-72.3287,16.79,82,100,2.57,US,1723036545
187,jalai nur,49.45,117.7,18.52,62,99,1.66,CN,1723036993
188,aykol,38.1751,77.2132,33.04,17,6,0.96,CN,1723036994
189,maun,-19.9833,23.4167,33.32,8,0,2.17,BW,1723036696
190,kerikeri,-35.2268,173.9474,7.86,88,50,1.03,NZ,1723036996
191,westport,41.1415,-73.3579,19.02,87,100,4.63,US,1723036460
192,gangolli,13.65,74.6667,24.51,92,100,3.02,IN,1723036998
193,yaren,-0.5472,166.916,28.36,71,100,2.95,NR,1723037000
194,kingston,17.997,-76.7936,29.53,66,20,4.12,JM,1723036595
195,bamboo flat,11.7,92.7167,27.05,94,75,1.03,IN,1723036968
196,dunedin,-45.8742,170.5036,9.89,69,100,1.44,NZ,1723036994
197,bodo,67.28,14.405,26.02,38,0,4.63,NO,1723037004
198,kodar,16.9833,79.9667,24.1,92,100,4.16,IN,1723037005
199,reggane,26.7158,0.1714,44.75,7,4,8.86,DZ,1723037006
200,utrik,11.2278,169.8474,28.32,80,100,6.93,MH,1723036793
201,whitehorse,60.7161,-135.0538,14.43,56,0,6.17,CA,1723037010
202,emerald,-23.5333,148.1667,12.97,91,0,3.19,AU,1723037011
203,naha,26.2125,127.6811,30.16,88,75,3.09,JP,1723037012
204,ambon,-3.6954,128.1814,24.08,94,40,1.54,ID,1723036900
205,as sulayyil,20.4607,45.5779,42.14,16,100,7.19,SA,1723037014
206,susuman,62.7833,148.1667,9.15,82,100,1.57,RU,1723036639
207,male,4.1748,73.5089,28.35,74,29,5.26,MV,1723037016
208,sinanpasa,38.7444,30.2428,30.2,22,0,4.71,TR,1723037017
209,paka,4.6374,103.4368,26.96,89,100,0.0,MY,1723036758
210,robertsport,6.7533,-11.3686,25.95,79,100,5.59,LR,1723037020
211,springfield,37.2153,-93.2982,19.18,87,100,3.6,US,1723036964
212,kayangel,8.0823,134.7173,29.25,76,100,5.16,PW,1723037022
213,kone,-21.0595,164.8658,18.61,73,100,1.65,NC,1723037023
214,tazovsky,67.4667,78.7,11.83,60,100,6.59,RU,1723036650
215,port kembla,-34.4667,150.9,9.08,93,6,2.74,AU,1723037026
216,dawson creek,55.7666,-120.2362,7.8,93,0,0.0,CA,1723037027
217,isafjordur,66.0755,-23.124,9.02,81,100,5.14,IS,1723037028
218,puerto madero,14.7208,-92.4215,26.11,94,40,0.0,MX,1723037029
219,mount pearl,47.5166,-52.7813,20.74,69,75,7.2,CA,1723036940
220,kisangani,0.5167,25.2,36.95,27,60,1.02,CD,1723037032
221,greytown,-29.0642,30.5928,23.32,9,0,2.41,ZA,1723037033
222,constantia,44.1833,28.65,25.39,61,79,4.55,RO,1723037034
223,i-n-salah,27.1935,2.4607,42.81,9,0,9.54,DZ,1723037035
224,essaouira,31.5125,-9.77,28.72,54,0,7.2,MA,1723036651
225,pilis,47.289,19.5485,31.87,22,18,2.36,HU,1723037037
226,genhe,50.7833,121.5167,13.48,98,3,1.4,CN,1723036687
227,salair,54.2312,85.7972,18.17,92,90,4.09,RU,1723037039
228,haiku-pauwela,20.9219,-156.3051,23.47,83,0,6.69,US,1723037040
229,mugia,43.1041,-9.2179,25.65,72,12,9.31,ES,1723037041
230,ola,59.5833,151.2833,11.43,87,97,1.25,RU,1723037043
231,taoudenni,22.6783,-3.9836,47.19,7,5,5.57,ML,1723037044
232,chonchi,-42.6128,-73.8092,2.29,94,22,0.43,CL,1723036805
233,nuuk,64.1835,-51.7216,9.34,93,20,5.66,GL,1723037046
234,praia da vitoria,38.7333,-27.0667,25.98,69,20,3.37,PT,1723036681
235,mejit,10.2753,170.8646,28.49,77,100,8.16,MH,1723036873
236,selkirk,50.1436,-96.8845,17.31,84,92,3.13,CA,1723037021
237,chokwe,-24.5333,32.9833,27.38,31,0,2.22,MZ,1723037050
238,margate,51.3813,1.3862,22.61,55,100,0.89,GB,1723037051
239,mirabad,30.4362,61.8383,43.45,7,0,8.34,AF,1723037053
240,ancud,-41.8697,-73.8203,3.65,88,15,2.64,CL,1723037054
241,sungai penuh,-2.0833,101.3833,19.08,96,100,1.78,ID,1723037055
242,poronaysk,49.2167,143.1167,16.01,94,1,1.8,RU,1723036600
243,santa ana,33.7456,-117.8678,22.6,89,20,2.06,US,1723036437
244,dentsville,34.064,-80.9582,25.4,95,100,0.89,US,1723037058
245,kolyvan',55.3053,82.7391,20.79,83,6,3.52,RU,1723037059
246,souillac,-20.5167,57.5167,23.21,64,20,4.12,MU,1723037062
247,qaqortoq,60.7167,-46.0333,8.22,92,100,2.82,GL,1723037063
248,north platte,41.1239,-100.7654,17.92,93,100,5.14,US,1723037064
249,turpan,42.9333,89.1667,31.6,28,100,1.88,CN,1723037065
250,sitka,57.0531,-135.33,13.94,94,100,0.0,US,1723036689
251,naifaru,5.4444,73.3657,28.25,75,100,5.74,MV,1723037067
252,colonia,50.9333,6.95,22.55,76,75,6.69,DE,1723037068
253,benguela,-12.5763,13.4055,23.61,73,32,5.21,AO,1723037069
254,nagqu,31.5,92.0,9.05,64,64,3.88,CN,1723037071
255,warman,52.3168,-106.5679,10.95,93,75,4.63,CA,1723037006
256,lebu,-37.6167,-73.65,5.2,83,0,2.9,CL,1723037074
257,geraldton,-28.7667,114.6,13.23,88,40,2.06,AU,1723037075
258,chavantes,-23.0389,-49.7094,25.48,35,87,3.66,BR,1723037076
259,kapa'a,22.0752,-159.319,25.18,76,75,5.14,US,1723037077
260,quatre cocos,-20.2078,57.7625,23.06,60,0,5.56,MU,1723037078
261,khon kaen,16.5,102.0833,26.74,83,15,1.57,TH,1723037079
262,douz,33.4663,9.0203,38.33,22,0,3.58,TN,1723037080
263,oamaru,-45.0784,170.9801,6.32,74,99,2.28,NZ,1723037081
264,la sarre,48.8002,-79.1996,14.79,64,11,2.7,CA,1723037082
265,argo,37.6333,22.7333,32.1,35,2,3.54,GR,1723037084
266,seybaplaya,19.65,-90.6667,26.7,78,100,2.8,MX,1723037085
267,trincomalee,8.5711,81.2335,28.61,79,98,3.87,LK,1723037086
268,'ain benian,36.8028,2.9219,32.03,60,100,1.17,DZ,1723037087
269,brush,40.2589,-103.6238,20.82,88,0,3.6,US,1723037088
270,soto la marina,23.7667,-98.2167,25.45,87,3,0.52,MX,1723037027
271,walvis bay,-22.9575,14.5053,13.38,65,0,4.44,NA,1723037090
272,cockburn town,21.4612,-71.1419,27.85,82,100,7.1,TC,1723037091
273,xichang,27.8964,102.2634,21.43,85,100,2.08,CN,1723036913
274,nishinoomote,30.7333,131.0,29.66,82,53,4.13,JP,1723037093
275,tsiombe,-25.3,45.4833,21.0,70,95,5.88,MG,1723036798
276,parham,17.0968,-61.7705,30.58,59,40,4.63,AG,1723037096
277,mumbwa,-14.9783,27.0619,30.25,11,37,3.74,ZM,1723037098
278,totness,5.8833,-56.3167,28.02,78,0,2.79,SR,1723037099
279,ust-nera,64.5667,143.2,11.16,93,100,2.1,RU,1723037100
280,brisas de zicatela,15.8369,-97.0419,26.11,80,100,1.65,MX,1723037101
281,teguise,29.0605,-13.564,26.12,47,20,7.72,ES,1723037102
282,labrador city,52.9463,-66.9114,9.95,76,100,3.09,CA,1723037103
283,eyl,7.9803,49.8164,29.49,61,67,12.89,SO,1723037105
284,east end,34.5507,-92.341,25.93,85,0,0.45,US,1723037106
285,macenta,8.5435,-9.471,24.8,83,100,1.54,GN,1723037108
286,christchurch,-43.5333,172.6333,9.11,64,17,4.12,NZ,1723036687
